FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
4239,10001067,RECEPTION DIAGNOSTIC CENTER (MEN),737 MOON RD,PLAINFIELD,IN,46168,-999,(317) 839-7727,STATE,OPEN,400,HENDRICKS,18063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2415.htm,2017/10/01 00:00:00+00,IMAGERY/OTHER,2019/12/11 00:00:00+00,http://www.in.gov/idoc/2332.htm,NOT AVAILABLE,695,0.00612249049836,{7390EF96-C4F9-4F2E-ADAB-A72C23EDE503},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,807.657738621022,2.14472393614e-06
4240,10003804,CHIPPEWA COUNTY JAIL,629 NORTH 11TH STREET,MONTEVIDEO,MN,56265,-999,(906) 635-7620,COUNTY,OPEN,8,CHIPPEWA,27023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.chippewa.mn.us/sheriff.htm, https://mn.gov/doc/data-publications/performance-report/",2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.chippewa.mn.us/190/Sheriff,NOT AVAILABLE,17,0.00368139003657,{AD0F2CAA-6B59-4856-8ED5-065C0173811C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,467.917708022054,3.29659652661e-07
4241,10001323,CHISAGO COUNTY JAIL,111 NORTH MAIN STREET,CENTER CITY,MN,55012,-999,(651) 257-2931,COUNTY,OPEN,74,CHISAGO,27025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.chisagocounty.us/231/Corrections-Jail-Division,2016/02/15 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.chisago.mn.us/798/Divisions-Units,NOT AVAILABLE,67,0.00163505195292,{3BD24E5E-9542-4CFE-BBF6-C26D5F35B93D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,210.307141463386,1.35272788017e-07
4242,10002027,CLAY COUNTY JAIL / SHERIFF,915 9TH AVENUE NORTH,MOORHEAD,MN,56560,-999,(218) 299-5163,COUNTY,OPEN,77,CLAY,27027,USA,922140,CORRECTIONAL INSTITUTIONS,https://claycountymn.gov/165/Sheriffs-Office,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://claycountymn.gov/1454/Inmate-Roster,MAXIMUM,90,0.00303505901689,{124EF0B4-2245-4D64-ABFC-7D16029C333A},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,386.988519656478,3.67287572375e-07
4243,10002019,CLEARWATER COUNTY JAIL / SHERIFF,213 MAIN AVENUE NORTH,BAGLEY,MN,56621,-999,(218) 694-6226,COUNTY,OPEN,26,CLEARWATER,27029,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.clearwater.mn.us/index.asp?Type=B_LIST&SEC={4EDE8BC4-9827-4EA4-A98B-0F31978FDB51},MAXIMUM,38,0.00248683901495,{22BA5B0E-E195-4550-B9F2-16E4F970179B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,334.647990056802,2.8791316096e-07
4244,10002013,COOK COUNTY JAIL / SHERIFF,143 GUNFLINT TRAIL,GRAND MARAIS,MN,55604,-999,(218) 387-3030,COUNTY,OPEN,3,COOK,27031,USA,922140,CORRECTIONAL INSTITUTIONS,"http://co.cook.mn.us/2016site/index.php/sheriff, https://mn.gov/doc/data-publications/performance-report/",2018/03/05 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.cook.mn.us/index.php/sheriffdivisions/jail,MINIMUM,15,0.00171606800006,{E435AFF2-ABA9-4055-B472-3EC147647491},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,233.488599985838,1.7663164242e-07
4245,10002073,COTTONWOOD COUNTY JAIL,902 5TH AVENUE,WINDOM,MN,56101,-999,(507) 831-1375,COUNTY,OPEN,17,COTTONWOOD,27033,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.cottonwood.mn.us/county-departments/sheriff/, https://mn.gov/doc/data-publications/performance-report/",2018/03/21 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.cottonwood.mn.us/county-departments/sheriff/,MINIMUM,21,0.00175889799993,{D63C00AD-641F-4A81-9871-93675387A22C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,217.450999997556,1.28355430983e-07
4246,10002030,CROW WING COUNTY JAIL,313 LAUREL STREET,BRAINERD,MN,56401,-999,(218) 822-7050,COUNTY,OPEN,193,CROW WING,27035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.crowwing.us/396/Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.crowwing.us/349/Divisions,NOT AVAILABLE,286,0.00760270651712,{FE54DCA2-A8E6-43D1-8114-DBD6879DBC61},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,980.331961792814,1.10518899413e-06
4247,10002064,DAKOTA COUNTY LAW ENFORCEMENT CENTER,1580 STATE HIGHWAY 55,HASTINGS,MN,55033,-999,(651) 438-4700,COUNTY,OPEN,216,DAKOTA,27037,USA,922140,CORRECTIONAL INSTITUTIONS,"https://mn.gov/doc/data-publications/performance-report/, https://www.co.dakota.mn.us/LawJustice/Jail/Pages/default.aspx",2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.dakota.mn.us/LawJustice/Jail/Pages/default.aspx,NOT AVAILABLE,263,0.0106876366921,{BFAE75EC-66CC-41EF-B231-D4CB0E3875B1},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1362.71796096287,1.75257723672e-06
4248,10002063,DAKOTA COUNTY JUVENILE SERVICES CENTER,1600 STATE HIGHWAY 55,HASTINGS,MN,55033,-999,(651) 438-8399,COUNTY,OPEN,-999,DAKOTA,27037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.dakota.mn.us/LawJustice/JuvenileDetention,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.dakota.mn.us/LawJustice/JuvenileDetention/Pages/default.aspx,JUVENILE,40,0.00408033023316,{06B02DD3-3BFC-4559-89E4-CB69B57B4617},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,520.567735490789,5.13253028917e-07
4249,10002039,DOUGLAS COUNTY JAIL,509 3RD AVE W,ALEXANDRIA,MN,56308,-999,(320) 762-2139,COUNTY,OPEN,180,DOUGLAS,27041,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.douglas.mn.us/jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.douglas.mn.us/dc/law-public-safety.aspx,MINIMUM,156,0.00325973963875,{F270E0E3-49DC-49AB-94B6-E7D9F81C0F53},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,451.797204718351,6.00950813427e-07
4250,10002082,FARIBAULT COUNTY JAIL,320 DR H RUSS STREET,BLUE EARTH,MN,56013,-999,(507) 526-5148,COUNTY,OPEN,37,FARIBAULT,27043,USA,922140,CORRECTIONAL INSTITUTIONS,"http://frcsd.org/, https://mn.gov/doc/data-publications/performance-report/",2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://frcsd.org/index.php?option=com_content&view=article&id=22&Itemid=23,MINIMUM,62,0.00366882675663,{2F873846-A21B-49C8-AAEC-8CEC65C5D9D1},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,463.481532483197,4.60620253777e-07
4251,10002080,FILLMORE COUNTY JAIL,901 HOUSTON STREET NORTHWEST,PRESTON,MN,55965,-999,(507) 765-3874,COUNTY,OPEN,11,FILLMORE,27045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.fillmore.mn.us/sheriff/jail,2016/08/15 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.fillmore.mn.us/sheriff,MINIMUM,24,0.00172844200006,{B66DC71F-4662-4983-885E-8E70C5F1396A},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,216.574200000614,1.36953213305e-07
4252,10002079,FREEBORN COUNTY DETENTION CENTER,411 BROADWAY S,ALBERT LEA,MN,56007,-999,(507) 377-4683,COUNTY,OPEN,99,FREEBORN,27047,USA,922140,CORRECTIONAL INSTITUTIONS,"https://mn.gov/doc/data-publications/performance-report/, http://www.co.freeborn.mn.us/124/Sheriff",2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.freeborn.mn.us/296/Adult-Detention-Center,MINIMUM,138,0.00364164797404,{D3342D8E-1C17-4665-99AF-9619A178CD9E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,474.024974943358,6.24755290385e-07
4253,10002065,GOODHUE COUNTY ADULT DETENTION CENTER,430 WEST 6TH STREET,RED WING,MN,55066,-999,(651) 267-2825,COUNTY,OPEN,85,GOODHUE,27049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.goodhue.mn.us/192/Sheriffs-Office,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.goodhue.mn.us/201/Adult-Detention-Center-ADC,MINIMUM,170,0.00339785180555,{4DB8A4C4-A3BD-48A3-BA57-117BA37F9BE2},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,435.940756921946,4.73899658415e-07
4254,10002050,HENNEPIN COUNTY ADULT CORRECTIONS FACILITY - MEN,1145 SHENANDOAH LANE,PLYMOUTH,MN,55447,-999,(612) 596-0140,COUNTY,OPEN,491,HENNEPIN,27053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hennepin.us/residents#public-safety,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.hennepin.us/residents/public-safety/adult-corrections-facility,MEDIUM,399,0.00956440596137,{E0BD844E-40FE-473D-B3FC-C0B9434542EA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1240.41157908756,2.77089054751e-06
4255,10002051,HENNEPIN COUNTY ADULT CORRECTIONS FACILITY - WOMEN,1355 SHENANDOAH LANE,PLYMOUTH,MN,55447,-999,(612) 596-0150,COUNTY,OPEN,123,HENNEPIN,27053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hennepin.us/residents#public-safety,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.hennepin.us/residents/public-safety/adult-corrections-facility,MEDIUM,78,0.00534091770684,{2532C637-E242-4299-B4A8-DED3A78BDA43},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,672.294768779013,1.0764895386e-06
4256,10006289,HENNEPIN COUNTY HOME SCHOOL,14300 COUNTY ROAD 62,MINNETONKA,MN,55345,-999,(612) 596-0550,COUNTY,OPEN,38,HENNEPIN,27053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hennepin.us/residents/public-safety/henn-co-home-school,2015/06/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.hennepin.us/residents#public-safety,JUVENILE,64,0.0134863604715,{0C4E78BA-4245-4F23-B7C6-E17C3C57F224},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1962.23740064028,9.32105663983e-06
4257,10002052,HENNEPIN COUNTY JUVENILE DETENTION CENTER,510 PARK AVENUE,MINNEAPOLIS,MN,55415,-999,(612) 348-8122,COUNTY,OPEN,44,HENNEPIN,27053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hennepin.us/residents/public-safety/juvenile-detention-center,2017/09/19 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.hennepin.us/residents#public-safety,JUVENILE,87,0.00525927030605,{84285BA2-279F-4560-ACA2-3B5A3640857E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,686.706567664057,9.93091395444e-07
4258,10003803,KANABEC COUNTY JAIL,100 S. VINE,MORA,MN,55051,-999,(320) 679-8402,COUNTY,OPEN,40,KANABEC,27065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kanabeccounty.org/departments/jail.php,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.kanabeccounty.org/departments/sheriff.php,NOT AVAILABLE,60,0.00334463793209,{9C771AA1-E03E-4E76-8D47-9E72B2905373},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,424.461008286222,4.77445711238e-07
4259,10002046,KANDIYOHI COUNTY JAIL,2201 23RD STREET NORTHEAST,WILLMAR,MN,56201,-999,(320) 214-6700,COUNTY,OPEN,149,KANDIYOHI,27067,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kcmn.us/departments/sheriff/departments/jail/index.php,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.kandiyohi.mn.us/departments/sheriff/index.php,NOT AVAILABLE,190,0.00838657431796,{6BDBD2AC-7110-4796-8C9B-6F396764C8AA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1052.39839504931,3.54768987706e-06
4260,10002048,LAC QUI PARLE COUNTY JAIL,600 6TH STREET,MADISON,MN,56256,-999,(320) 598-3720,COUNTY,OPEN,4,LAC QUI PARLE,27073,USA,922140,CORRECTIONAL INSTITUTIONS,http://lqpco.com/index.php/sheriff/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.lqpco.com/corrections.php,NOT AVAILABLE,7,0.00241684269633,{1FD69677-75DD-4F2B-953F-5715BCF3D724},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,304.464284206594,1.76578312816e-07
4261,10002014,LAKE COUNTY JAIL,613 3RD AVENUE,TWO HARBORS,MN,55616,-999,(218) 834-8385,COUNTY,OPEN,17,LAKE,27075,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.lake.mn.us/departments/sheriff/lake_county_jail.php,NOT AVAILABLE,27,0.00235178846482,{61CFC252-8627-49CA-A0D8-E704B007AE62},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,305.289674409768,2.25393213831e-07
4262,10002005,LAKE OF THE WOODS COUNTY JAIL,206 8TH AVENUE SOUTHEAST,BAUDETTE,MN,56623,-999,(218) 634-4570,COUNTY,OPEN,7,LAKE OF THE WOODS,27077,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://minnesotajailroster.com/sheriff/lake-of-the-woods-county/,NOT AVAILABLE,10,0.00348750069848,{D7183A8F-B83E-4134-A8B0-8602B55E8188},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,460.415637171135,3.26492560434e-07
4263,10002069,LE SUEUR COUNTY JAIL,88 SOUTH PARK AVENUE,LE CENTER,MN,56057,-999,(507) 357-8274,COUNTY,OPEN,15,LE SUEUR,27079,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.le-sueur.mn.us/330/Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.le-sueur.mn.us/departments/sheriff/index.php,NOT AVAILABLE,28,0.00197971,{492BE6F6-5FCC-43E2-8D5B-573C96605C1B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,253.171200010926,1.46573336926e-07
4264,10002068,LINCOLN COUNTY JAIL,322 NORTH WALLACE STREET,IVANHOE,MN,56142,-999,(507) 694-1664,COUNTY,OPEN,5,LINCOLN,27081,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.lincoln.mn.us/sheriff.htm,NOT AVAILABLE,15,0.00356624335181,{C03813E7-2D1D-4793-BB00-FFD9B55C54D0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,460.724001477298,2.4248586365e-07
4265,10002067,LYON COUNTY JAIL,611 WEST MAIN STREET,MARSHALL,MN,56258,-999,(507) 929-6647,COUNTY,OPEN,49,LYON,27083,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lyonco.org/departments/sheriff/jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.lyonco.org/sheriff,NOT AVAILABLE,87,0.00661268661112,{F5AE150F-D8EE-4B89-99A6-160F38B214AE},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,852.693888664704,8.10901460001e-07
4266,10002060,MCLEOD COUNTY JAIL,801 EAST 10TH STREET,GLENCOE,MN,55336,-999,(320) 864-5191,COUNTY,OPEN,24,MCLEOD,27085,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.mcleod.mn.us/government/sheriff_s_office/jail_information.php,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.mcleod.mn.us/government/sheriff_s_office/index.php,NOT AVAILABLE,44,0.00299732382234,{880FF84D-05ED-4121-9B41-DA94FDF27224},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,398.994420348418,3.69538028872e-07
4267,10002008,MARSHALL COUNTY JAIL,208 EAST COLVIN AVENUE,WARREN,MN,56762,-999,(218) 745-5411,COUNTY,OPEN,6,MARSHALL,27089,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.marshall.mn.us/departments/sheriff/index.php,NOT AVAILABLE,15,0.00127997557695,{3F14602B-013F-4C76-BA7C-852FEDB3C407},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,164.85571019454,7.8616306202e-08
4268,10002081,MARTIN COUNTY JAIL,201 LAKE AVENUE,FAIRMONT,MN,56031,-999,(507) 238-3150,COUNTY,OPEN,22,MARTIN,27091,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.martin.mn.us/index.php/government/sheriffs-office, https://mn.gov/doc/data-publications/performance-report/",2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.martin.mn.us/index.php/government/sheriffs-office,NOT AVAILABLE,32,0.00129546689463,{8E62901B-BAEA-4B3C-90A8-8739AF75644E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,166.702483904491,1.0064450628e-07
4269,10002037,MORRISON COUNTY JAIL,213 1ST AVENUE SOUTHEAST,LITTLE FALLS,MN,56345,-999,(320) 632-2673,COUNTY,OPEN,59,MORRISON,27097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.morrison.mn.us/index.asp?SEC=CC8AA986-5BC1-4EE4-95D9-BCC26999BA1F&Type=B_BASIC,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.morrison.mn.us/index.asp?SEC=35BA1570-F608-40A9-9571-6968DD357BF6&Type=B_BASIC,NOT AVAILABLE,148,0.0048561570702,{743D8117-B6D1-40F1-BEDC-24E0ECFAD905},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,608.029985303863,6.04370099336e-07
4270,10006803,MURRAY COUNTY JAIL,2500 28TH STREET,SLAYTON,MN,56172,-999,(507) 836-6168,COUNTY,OPEN,1,MURRAY,27101,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/assets/Murray%20County%20Jail_2017_tcm1089-318566.pdf,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://murraycountymn.com/sheriff/,NOT AVAILABLE,4,0.00218472473011,{B7A67379-CA93-4925-B8FE-F75A8ABD04F9},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,280.697303511141,2.66323945098e-07
4271,10004489,LAMAR PRE-RELEASE CENTER,700 GORDON ROAD,BARNESVILLE,GA,30204,-999,NOT AVAILABLE,STATE,CLOSED,0,LAMAR,13171,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.barnesville.com/archives/3475-Pre-release-center-closing-May-1.html,2014/09/01 00:00:00+00,IMAGERY/OTHER,2019/11/05 00:00:00+00,NOT AVAILABLE,MEDIUM,196,0.00557133415844,{1C1B96EC-9E6C-4768-9DC8-EA1E0BB97DE0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,698.337572478306,2.05926021166e-06
4272,10002072,NICOLLET COUNTY JAIL,501 S. MINNESOTA AVE,SAINT PETER,MN,56082,-999,(507) 931-1570,COUNTY,OPEN,16,NICOLLET,27103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.nicollet.mn.us/240/Sheriffs-Office,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.nicollet.mn.us/310/Jail,NOT AVAILABLE,34,0.00204572613695,{6F2585A4-A631-4558-99AE-D18F9FD5FDEB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,261.043629787365,2.14611856434e-07
4273,10002076,NOBLES COUNTY JAIL,1530 AIRPORT ROAD,WORTHINGTON,MN,56187,-999,(507) 295-5378,COUNTY,OPEN,57,NOBLES,27105,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.nobles.mn.us/departments/sheriff/nobles-county-jail/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.nobles.mn.us/departments/sheriff/,NOT AVAILABLE,80,0.0075847485634,{9693D689-9B45-47F7-BE96-83C119553D4C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,969.879951196872,1.04114450924e-06
4274,10002075,OLMSTEAD COUNTY JUVENILE DETENTION CENTER,2118 CAMPUS DRIVE SOUTHEAST,ROCHESTER,MN,55904,-999,(507) 328-6699,COUNTY,OPEN,-999,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/cs/dfo/mr/Pages/default.aspx,2018/03/23 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,https://www.co.olmsted.mn.us/cs/dfo/Pages/default.aspx,JUVENILE,12,0.00406354809419,{1F8BB66B-F1C3-4A9C-8288-C1509358B34D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,522.464172492856,6.05496722467e-07
4275,10002015,PENNINGTON COUNTY JAIL,102 1ST STREET WEST,THIEF RIVER FALLS,MN,56701,-999,(218) 681-7097,COUNTY,OPEN,30,PENNINGTON,27113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.penningtonsheriff.org/index.php/jail,2018/03/23 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.penningtonsheriff.org/index.php,MAXIMUM,28,0.00179699977871,{BB06DE76-82BC-4802-928E-9B5A66C79244},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,246.489294466866,1.55806660508e-07
4276,10002035,PINE COUNTY JAIL,635 NORTHRIDGE DRIVE NORTHWEST,PINE CITY,MN,55063,-999,(320) 629-8400,COUNTY,OPEN,91,PINE,27115,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.pine.mn.us/departments/jail/index.php,2018/03/23 00:00:00+00,IMAGERY/OTHER,2020/01/02 00:00:00+00,http://www.co.pine.mn.us/index.asp?Type=B_BASIC&SEC={BD0B6DB5-631B-4D5B-9272-DA29B5807545},NOT AVAILABLE,131,0.00353219114076,{D4D6F8C0-C329-4091-8465-7A2B7F2779E7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,475.026142782135,5.67570445865e-07
4277,10000479,LARGO ROAD PRISON,5201 ULMERTON RD,CLEARWATER,FL,33760,4006,(727) 570-5135,STATE,OPEN,75,PINELLAS,12103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017/09/30 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,http://www.dc.state.fl.us/org/facilitydir.html,NOT AVAILABLE,-999,0.00411020054401,{67EB1248-6D16-4A07-8332-FCA2FF2057D8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,492.347860766295,1.07804471715e-06
4278,10002190,BROWARD JUVENILE DETENTION CENTER,222 NW 22ND AVE,FT. LAUDERDALE,FL,33311,-999,(954) 467-4563,STATE,OPEN,-999,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2017/11/03 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,102,0.00518293995952,{C8A27706-9635-443C-8602-AC9E0233FCA8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,595.96618405771,9.73354591661e-07
4279,10003526,SEVIER COUNTY JAIL ANNEX,896 OLD KNOXVILLE HWY,SEVIERVILLE,TN,37862,-999,(865) 453-4668,COUNTY,OPEN,324,SEVIER,47155,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.seviercountysheriff.com/jail-information.html,2018/03/31 00:00:00+00,IMAGERY/OTHER,2019/12/06 00:00:00+00,https://www.seviercountysheriff.com/jail-information.html,MINIMUM,356,0.00387981160942,{0A31694A-0FA6-45F8-ADB3-1242940A6E67},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,476.004422836241,7.43527652505e-07
